title,description,published_utc,article_url,publisher,sentiment_polarity,sentiment_subjectivity,sentiment_label,sentiment_confidence,keywords_earnings,keywords_acquisition,keywords_regulation,keywords_partnership,keywords_product,keywords_financial,keywords_leadership,keywords_lawsuit,urgency_score,text_length,tickers,ticker,date
Best Inverse/Leveraged ETFs of Last Week,Wall Street delivered a downbeat show last week with the S&P 500 and Nasdaq logging worst weeks since March due to rising rate worries.,2023-09-26 12:00:00+00:00,https://www.zacks.com/stock/news/2155272/best-inverseleveraged-etfs-of-last-week,Zacks Investment Research,-0.025,0.3616666666666667,neutral,0.025,False,False,False,False,False,False,False,False,0.0,177,"['FDX', 'LABD', 'UVIX', 'FLYD', 'CARD', 'TSDD']",CARD,2023-09-26
5 Top Inverse/Leveraged ETFs of Last Week,"Wall Street delivered lackluster performances last week, mainly due to rising rate worries.",2023-10-23 15:00:00+00:00,https://www.zacks.com/stock/news/2170348/5-top-inverseleveraged-etfs-of-last-week,Zacks Investment Research,0.09375,0.2520833333333333,neutral,0.09375,False,False,False,False,False,False,False,False,0.0,134,"['GLD', 'BNO', 'TTT', 'KOLD', 'YANG', 'CARD', 'TSDD']",CARD,2023-10-23
Best Inverse/Leveraged ETFs of Last Week,Wall Street delivered a downbeat performance last week.,2023-10-30 17:00:00+00:00,https://www.zacks.com/stock/news/2174783/best-inverseleveraged-etfs-of-last-week,Zacks Investment Research,0.3333333333333333,0.14444444444444443,positive,0.3333333333333333,False,False,False,False,False,False,False,False,0.0,97,"['F', 'LABD', 'PNQI', 'WTID', 'NRGD', 'WEBS', 'HIBS', 'CARD']",CARD,2023-10-30
5 Inverse ETFs That Gained More Than 25% in October,"The U.S. stock market wrapped up October with losses, marking the third-straight monthly decline for the first time since the onset of the COVID pandemic in March 2020.",2023-11-01 15:10:00+00:00,https://www.zacks.com/stock/news/2176515/5-inverse-etfs-that-gained-more-than-25-in-october,Zacks Investment Research,0.375,0.41666666666666663,positive,0.375,True,False,False,False,False,False,False,False,0.0,221,"['LABD', 'HIBS', 'FLYD', 'CARD', 'TSDD']",CARD,2023-11-01
Best Inverse/Leveraged ETFs of Last Week,Wall Street delivered a decent performance last week.,2023-11-13 13:00:00+00:00,https://www.zacks.com/stock/news/2183138/best-inverseleveraged-etfs-of-last-week,Zacks Investment Research,0.2916666666666667,0.27499999999999997,positive,0.2916666666666667,False,False,False,False,False,False,False,False,0.0,95,"['GLD', 'GDX', 'LABD', 'KOLD', 'GDXD', 'MSOX', 'CARD']",CARD,2023-11-13
"Dividend Champion, Contender, And Challenger Highlights: Week Of November 26","Weekly summary of dividend activity for Dividend Champions, Contenders, Challengers. Read more to see the companies with upcoming ex-dividend dates.",2023-11-27 05:43:37+00:00,https://seekingalpha.com/article/4654239-dividend-champion-contender-and-challenger-highlights-week-of-november-26,Seeking Alpha,0.5,0.5,positive,0.5,False,False,False,False,False,True,False,False,0.0,226,"['ABR', 'ADC', 'ADI', 'AEM', 'AFL', 'AGO', 'AIRC', 'AIT', 'AJG', 'ALE', 'ALL', 'AMNB', 'AMSF', 'AROW', 'ASB', 'ASH', 'ATRI', 'AWK', 'AWR', 'AY', 'BAC', 'BAH', 'BAM', 'BAX', 'BKH', 'BMO', 'BOKF', 'BPRN', 'CARD', 'CARU', 'CASS', 'CBOE', 'CBSH', 'CCBG', 'CFR', 'CGNX', 'CHD', 'CHDN', 'CHE', 'CHRW', 'CMS', 'CNA', 'CNOB', 'CNS', 'COP', 'CPF', 'CSL', 'CSX', 'CTRA', 'CTVA', 'CW', 'DCI', 'DHI', 'DOV', 'EBAY', 'EBMT', 'EBTC', 'EQH', 'ESNT', 'ETR', 'EXPD', 'FCFS', 'FDS', 'FLO', 'FMBH', 'FNCB', 'FRME', 'GAIN', 'GBCI', 'GCBC', 'GOLF', 'GPC', 'GS', 'GWW', 'HBB', 'HD', 'HIG', 'HLI', 'HNI', 'HON', 'HRB', 'HRL', 'HTBI', 'HTH', 'HTLF', 'HUBB', 'HWKN', 'HY', 'IDA', 'IPG', 'ITT', 'JEF', 'JKHY', 'K', 'KLAC', 'KNSL', 'KO', 'KR', 'LANC', 'LAND', 'LARK', 'LCII', 'LCNB', 'LHX', 'LIN', 'LMAT', 'LMT', 'LNN', 'LSTR', 'LW', 'LYB', 'MAN', 'MBCN', 'MBWM', 'MCD', 'MCK', 'MGA', 'MGEE', 'MLM', 'MOFG', 'MSCI', 'MSEX', 'MTB', 'MVBF', 'NBTB', 'NC', 'NKE', 'NNI', 'NPO', 'NSP', 'O', 'OBK', 'OGS', 'ORI', 'OTEX', 'PAYX', 'PEP', 'PFE', 'PFG', 'PFIS', 'PH', 'PII', 'PNW', 'POWI', 'PRGO', 'PSTL', 'PSX', 'QCOM', 'RBA', 'RGA', 'RLI', 'RS', 'RZB', 'RZC', 'SCL', 'SF', 'SFB', 'SHNY', 'SIGI', 'SIRI', 'SJM', 'SJW', 'SLGN', 'SMBC', 'SSNC', 'STAG', 'SWK', 'SWX', 'TAIT', 'TEL', 'TFC', 'TFSL', 'TKR', 'TPL', 'TSN', 'TTEK', 'UBCP', 'UFPI', 'UNH', 'UPS', 'UTL', 'V', 'VMC', 'WCN', 'WEC', 'WM', 'WMS', 'WTIU', 'WTRG', 'WTS', 'ZTS']",CARD,2023-11-27
Inverse ETFs Soar at the Start of 2024,The U.S. stock market started to falter after a marvelous rally in 2023. This resulted in huge demand for inverse or inverse-leveraged ETFs.,2024-01-04 16:00:00+00:00,https://www.zacks.com/stock/news/2205746/inverse-etfs-soar-at-the-start-of-2024,Zacks Investment Research,0.7000000000000001,0.95,positive,0.7000000000000001,False,False,False,False,False,False,False,False,0.0,180,"['ASML', 'SOXS', 'HIBS', 'GDXD', 'FLYD', 'CARD']",CARD,2024-01-04
6 Best Inverse/Leveraged ETFs of Last Week,"Last week, Wall Street snapped its nine-week win streak, marking the end of their longest consecutive weekly run in the green since 2004.",2024-01-08 13:00:00+00:00,https://www.zacks.com/stock/news/2206799/6-best-inverseleveraged-etfs-of-last-week,Zacks Investment Research,0.32,0.22666666666666666,positive,0.32,False,False,True,False,False,False,False,False,0.0,181,"['GLD', 'UUP', 'BOIL', 'SOXS', 'TECS', 'GDXD', 'MSOX', 'CARD']",CARD,2024-01-08
"5 Leveraged, Inverse ETFs Winning at the Start of 2024",The demand for leveraged and inverse-leveraged ETFs has increased as these fetch outsized returns on quick market turns in a short span.,2024-01-16 15:00:00+00:00,https://www.zacks.com/stock/news/2210839/5-leveraged-inverse-etfs-winning-at-the-start-of-2024,Zacks Investment Research,0.27777777777777773,0.5166666666666667,positive,0.27777777777777773,False,False,False,False,False,False,False,False,0.0,192,"['SRTY', 'HIBS', 'GDXD', 'MSOX', 'CARD']",CARD,2024-01-16
5 Best Leveraged or Inverse ETFs of January,January proved to be a volatile month for Wall Street. The three major benchmarks managed to close the month in green.,2024-02-01 16:00:00+00:00,https://www.zacks.com/stock/news/2219660/5-best-leveraged-or-inverse-etfs-of-january,Zacks Investment Research,0.28750000000000003,0.3666666666666667,positive,0.28750000000000003,False,False,False,False,False,False,False,False,0.0,163,"['DRV', 'USD', 'GDXD', 'MSOX', 'CARD']",CARD,2024-02-01
