date,sentiment_polarity_mean,sentiment_polarity_std,sentiment_polarity_count,sentiment_confidence_mean,urgency_score_mean,keywords_earnings_sum,keywords_acquisition_sum,keywords_regulation_sum,keywords_partnership_sum,keywords_product_sum,keywords_financial_sum,keywords_leadership_sum,keywords_lawsuit_sum,text_length_mean,ticker
2024-11-09,0.1674,0.113,2,0.1674,0.0,0,0,0,0,0,0,0,0,415.0,ADUR
2024-11-15,0.1469,0.001,2,0.1469,0.0,0,0,0,0,0,0,0,0,490.0,ADUR
2024-12-03,-0.0384,0.0249,3,0.0384,0.0,0,0,0,0,0,0,2,0,434.6667,ADUR
2024-12-11,-0.009,,1,0.009,0.0,0,0,1,0,0,0,0,0,490.0,ADUR
